X,Y,Z,dip,azimuth,polarity,geometry,Id,Unidad,formation,name
457999.44,2126801.39,-1799.96,0.05,360.0,1.0,POINT (457999.44 2126801.39),0.0,Cretacico-Calizas,Cretaceous_limestone,V_2
466695.86,2126825.08,699.12,0.0,270.0,1.0,POINT (466695.86 2126825.08),0.0,Neogeno-Volcanico,Neogene_Volcanic,S_7
466707.49,2126825.08,3670.0,80.0,127.18,1.0,POINT (466707.49 2126825.08),,,F9,S_7
461316.64,2126825.08,2780.0,0.0,270.0,1.0,POINT (461316.64 2126825.08),0.0,Cuaternario-Volcanico,Quaternary_volcanic,S_7
474936.4,2126825.08,2989.0,80.0,130.57,1.0,POINT (474936.4 2126825.08),,,NF,S_7
466880.17,2126825.08,-1000.0,0.0,270.0,1.0,POINT (466880.17 2126825.08),0.0,Cretacico-Calizas,Cretaceous_limestone,S_7
475131.82,2126825.08,2168.63,11.31,90.0,1.0,POINT (475131.82 2126825.08),0.0,Cuaternario-Volcanico,Quaternary_volcanic,S_7
470024.62,2126825.08,-36.1,0.0,270.0,1.0,POINT (470024.62 2126825.08),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,S_7
469902.43,2126825.08,699.12,0.0,270.0,1.0,POINT (469902.43 2126825.08),0.0,Neogeno-Volcanico,Neogene_Volcanic,S_7
474368.05,2126825.08,2321.38,11.31,90.0,1.0,POINT (474368.05 2126825.08),0.0,Cuaternario-Volcanico,Quaternary_volcanic,S_7
468583.61,2126825.08,699.12,0.0,270.0,1.0,POINT (468583.61 2126825.08),0.0,Neogeno-Volcanico,Neogene_Volcanic,S_7
467250.22,2126825.08,699.12,0.0,270.0,1.0,POINT (467250.22 2126825.08),0.0,Neogeno-Volcanico,Neogene_Volcanic,S_7
472797.72,2126825.08,-1000.0,0.0,270.0,1.0,POINT (472797.72 2126825.08),0.0,Cretacico-Calizas,Cretaceous_limestone,S_7
467273.55,2126825.08,-1000.0,0.0,270.0,1.0,POINT (467273.55 2126825.08),0.0,Cretacico-Calizas,Cretaceous_limestone,S_7
468802.67,2126825.08,-36.1,0.0,270.0,1.0,POINT (468802.67 2126825.08),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,S_7
473431.82,2126825.08,2614.46,25.02,90.0,1.0,POINT (473431.82 2126825.08),0.0,Cuaternario-Volcanico,Quaternary_volcanic,S_7
467341.75,2126825.08,-36.1,0.0,270.0,1.0,POINT (467341.75 2126825.08),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,S_7
468623.13,2126825.08,-1000.0,0.0,270.0,1.0,POINT (468623.13 2126825.08),0.0,Cretacico-Calizas,Cretaceous_limestone,S_7
472094.61,2126825.08,3238.77,25.03,90.0,1.0,POINT (472094.61 2126825.08),0.0,Cuaternario-Volcanico,Quaternary_volcanic,S_7
472569.21,2126825.08,3017.15,25.03,90.0,1.0,POINT (472569.21 2126825.08),0.0,Cuaternario-Volcanico,Quaternary_volcanic,S_7
472673.79,2126825.08,-36.1,0.0,270.0,1.0,POINT (472673.79 2126825.08),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,S_7
475780.77,2126825.08,-36.1,0.0,270.0,1.0,POINT (475780.77 2126825.08),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,S_7
475888.69,2126825.08,2028.24,21.18,90.0,1.0,POINT (475888.69 2126825.08),0.0,Neogeno-Piro,Neogene_pyro,S_7
470124.84,2126825.08,699.12,0.0,270.0,1.0,POINT (470124.84 2126825.08),0.0,Neogeno-Volcanico,Neogene_Volcanic,S_7
461794.29,2126825.08,2849.45,14.65,270.0,1.0,POINT (461794.29 2126825.08),0.0,Cuaternario-Volcanico,Quaternary_volcanic,S_7
463623.82,2126825.08,-36.1,0.0,270.0,1.0,POINT (463623.82 2126825.08),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,S_7
463572.76,2126825.08,699.12,0.0,270.0,1.0,POINT (463572.76 2126825.08),0.0,Neogeno-Volcanico,Neogene_Volcanic,S_7
462222.73,2126825.08,2978.43,20.1,270.0,1.0,POINT (462222.73 2126825.08),0.0,Cuaternario-Volcanico,Quaternary_volcanic,S_7
462439.46,2126825.08,3175.82,68.61,270.0,1.0,POINT (462439.46 2126825.08),0.0,Cuaternario-Volcanico,Quaternary_volcanic,S_7
463690.76,2126825.08,-1000.0,0.0,270.0,1.0,POINT (463690.76 2126825.08),0.0,Cretacico-Calizas,Cretaceous_limestone,S_7
466775.61,2126825.08,-36.1,0.0,270.0,1.0,POINT (466775.61 2126825.08),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,S_7
466034.84,2126825.08,3700.0,80.0,153.55,1.0,POINT (466034.84 2126825.08),,,F3,S_7
460949.78,2126825.08,2780.0,0.0,270.0,1.0,POINT (460949.78 2126825.08),0.0,Cuaternario-Volcanico,Quaternary_volcanic,S_7
457999.44,2126827.48,2858.0,85.0,180.75,1.0,POINT (457999.44 2126827.48),,,XiF,V_2
457999.44,2126833.16,-36.1,0.0,360.0,1.0,POINT (457999.44 2126833.16),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,V_2
457999.44,2127136.26,1070.26,12.5,360.0,1.0,POINT (457999.44 2127136.26),0.0,Neogeno-Volcanico,Neogene_Volcanic,V_1
457999.44,2127216.69,-109.56,11.22,360.0,1.0,POINT (457999.44 2127216.69),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,V_1
457999.44,2127271.92,-1000.0,0.0,360.0,1.0,POINT (457999.44 2127271.92),0.0,Cretacico-Calizas,Cretaceous_limestone,V_1
457999.44,2127278.07,2870.0,78.0,311.02,1.0,POINT (457999.44 2127278.07),,,TF,V_1
457999.44,2127597.86,2780.0,0.0,360.0,1.0,POINT (457999.44 2127597.86),0.0,Cuaternario_Volcanico,Quaternary_volcanic,V_1
457999.44,2128398.0,790.46,12.5,360.0,1.0,POINT (457999.44 2128398),0.0,Neogeno-Volcanico,Neogene_Volcanic,V_1
457999.44,2128440.01,2780.0,0.0,360.0,1.0,POINT (457999.44 2128440.01),0.0,Cuaternario_Volcanico,Quaternary_volcanic,V_1
457999.44,2128462.06,-356.65,11.22,360.0,1.0,POINT (457999.44 2128462.06),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,V_1
