Id_1,Unidad,formation,Shape_Leng,Shape_Area,InPoly_FID,SimPgnFlag,MaxSimpTol,MinSimpTol,Id_2,geometry,X,Y,Z
0,Cuaternario-Lac,Quaternary_Lac,362993.533448,1372269682.42,100,0,400.0,400.0,0,POINT (513326.9709000001 2127556.8706),513326.9709000001,2127556.8706,2249.0
0,Cuaternario-Lac,Quaternary_Lac,362993.533448,1372269682.42,100,0,400.0,400.0,0,POINT (512533.2193 2125016.8654999994),512533.2193,2125016.8654999994,2250.0
0,Cuaternario-Lac,Quaternary_Lac,362993.533448,1372269682.42,100,0,400.0,400.0,0,POINT (509556.65079999994 2124580.302100001),509556.65079999994,2124580.302100001,2250.0
0,Cuaternario-Lac,Quaternary_Lac,362993.533448,1372269682.42,100,0,400.0,400.0,0,POINT (503606.2991000004 2125338.8620999996),503606.2991000004,2125338.8620999996,2255.0
0,Cuaternario-Lac,Quaternary_Lac,362993.533448,1372269682.42,100,0,400.0,400.0,0,POINT (500148.99827919534 2127584.637435901),500148.99827919534,2127584.637435901,2249.0
0,Cuaternario-Lac,Quaternary_Lac,362993.533448,1372269682.42,100,0,400.0,400.0,0,POINT (513344.89632511523 2127584.637435903),513344.89632511523,2127584.637435903,2249.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (522698.3128000004 2109485.5056),522698.3128000004,2109485.5056,2481.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (522462.3344999999 2112663.9389999993),522462.3344999999,2112663.9389999993,2478.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (521243.79569999967 2115301.8011000007),521243.79569999967,2115301.8011000007,2448.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (522128.27329999954 2117407.9022000004),522128.27329999954,2117407.9022000004,2480.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (521897.62179999985 2118259.1821999997),521897.62179999985,2118259.1821999997,2493.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (523216.71740000043 2118142.7924000006),523216.71740000043,2118142.7924000006,2479.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (522668.6074000001 2121518.2348999996),522668.6074000001,2121518.2348999996,2513.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (523300.8010999998 2122256.5210999995),523300.8010999998,2122256.5210999995,2485.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (522795.54569999967 2123252.0722000003),522795.54569999967,2123252.0722000003,2436.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (521444.9771999996 2123770.2827000003),521444.9771999996,2123770.2827000003,2383.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (522485.79360000044 2124329.179300001),522485.79360000044,2124329.179300001,2434.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (527282.3296999997 2114828.3949999996),527282.3296999997,2114828.3949999996,2548.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (525494.1127000004 2114068.0796000008),525494.1127000004,2114068.0796000008,2488.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (526095.8739 2113424.042199999),526095.8739,2113424.042199999,2500.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (525499.7070000004 2112545.478700001),525499.7070000004,2112545.478700001,2496.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (526116.8573000003 2111407.034499999),526116.8573000003,2111407.034499999,2531.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (523738.22109999973 2124191.6169000007),523738.22109999973,2124191.6169000007,2491.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (523254.87480000034 2123596.9441),523254.87480000034,2123596.9441,2433.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (525409.1451000003 2123724.3363000005),525409.1451000003,2123724.3363000005,2541.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (524291.5765000004 2122321.0777000003),524291.5765000004,2122321.0777000003,2458.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (525570.3499999996 2121761.7606000006),525570.3499999996,2121761.7606000006,2497.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (523444.63659999985 2120656.7057000007),523444.63659999985,2120656.7057000007,2485.0
0,Cuaternario-Alv,Quaternary_alluvial,54498.9958786,41236486.9569,86,0,400.0,400.0,0,POINT (523399.4637000002 2119406.9606999997),523399.4637000002,2119406.9606999997,2500.0
