x,y,z,id,lithology_name,elev_dem
497785.12879799685,2200717.4202413713,-1010.2024,10,basement,2288
497785.12879799685,2200717.4202413713,-930.6072,10,basement,2288
497785.12879799685,2200717.4202413713,-851.012,10,basement,2288
497785.12879799685,2200717.4202413713,-771.4168,10,basement,2288
497785.12879799685,2200717.4202413713,-691.8216,10,basement,2288
497785.12879799685,2200717.4202413713,-612.2264,10,basement,2288
497785.12879799685,2200717.4202413713,-532.6312,10,basement,2288
497785.12879799685,2200717.4202413713,-453.03599999999994,10,basement,2288
497785.12879799685,2200717.4202413713,-373.44079999999997,10,basement,2288
497785.12879799685,2200717.4202413713,-293.8456,10,basement,2288
497785.12879799685,2200717.4202413713,-214.2504,10,basement,2288
497785.12879799685,2200717.4202413713,-134.65519999999992,10,basement,2288
497785.12879799685,2200717.4202413713,-55.059999999999945,10,basement,2288
497785.12879799685,2200717.4202413713,24.535200000000145,10,basement,2288
497785.12879799685,2200717.4202413713,104.13040000000012,10,basement,2288
497785.12879799685,2200717.4202413713,183.7256000000001,10,basement,2288
497785.12879799685,2200717.4202413713,263.3208000000001,10,basement,2288
497785.12879799685,2200717.4202413713,342.91600000000005,10,basement,2288
497785.12879799685,2200717.4202413713,422.51120000000003,10,basement,2288
497785.12879799685,2200717.4202413713,502.1064,10,basement,2288
497785.12879799685,2200717.4202413713,581.7016,10,basement,2288
497785.12879799685,2200717.4202413713,661.2968000000002,10,basement,2288
497785.12879799685,2200717.4202413713,740.8920000000002,10,basement,2288
497785.12879799685,2200717.4202413713,820.4872000000001,10,basement,2288
497785.12879799685,2200717.4202413713,900.0824000000001,10,basement,2288
497785.12879799685,2200717.4202413713,979.6776000000001,10,basement,2288
497785.12879799685,2200717.4202413713,1059.2728000000002,10,basement,2288
497785.12879799685,2200717.4202413713,1138.868,10,basement,2288
497785.12879799685,2200717.4202413713,1218.4632000000001,10,basement,2288
497785.12879799685,2200717.4202413713,1298.0584,10,basement,2288
497785.12879799685,2200717.4202413713,1377.6536,10,basement,2288
497785.12879799685,2200717.4202413713,1457.2487999999998,10,basement,2288
497785.12879799685,2200717.4202413713,1536.844,9,Paleogene_Volcanic,2288
497785.12879799685,2200717.4202413713,1616.4392000000003,9,Paleogene_Volcanic,2288
497785.12879799685,2200717.4202413713,1696.0344,9,Paleogene_Volcanic,2288
497785.12879799685,2200717.4202413713,1775.6296000000002,9,Paleogene_Volcanic,2288
497785.12879799685,2200717.4202413713,1855.2248,8,Neogene_Volcanic,2288
497785.12879799685,2200717.4202413713,1934.8200000000002,8,Neogene_Volcanic,2288
497785.12879799685,2200717.4202413713,2014.4152,8,Neogene_Volcanic,2288
497785.12879799685,2200717.4202413713,2094.0104,8,Neogene_Volcanic,2288
497785.12879799685,2200717.4202413713,2173.6056,8,Neogene_Volcanic,2288
497785.12879799685,2200717.4202413713,2253.2008,2,Neogene_Lac,2288
497785.12879799685,2202012.857991842,-1010.2024,10,basement,2291
497785.12879799685,2202012.857991842,-930.6072,10,basement,2291
497785.12879799685,2202012.857991842,-851.012,10,basement,2291
497785.12879799685,2202012.857991842,-771.4168,10,basement,2291
497785.12879799685,2202012.857991842,-691.8216,10,basement,2291
497785.12879799685,2202012.857991842,-612.2264,10,basement,2291
497785.12879799685,2202012.857991842,-532.6312,10,basement,2291
497785.12879799685,2202012.857991842,-453.03599999999994,10,basement,2291
497785.12879799685,2202012.857991842,-373.44079999999997,10,basement,2291
497785.12879799685,2202012.857991842,-293.8456,10,basement,2291
497785.12879799685,2202012.857991842,-214.2504,10,basement,2291
497785.12879799685,2202012.857991842,-134.65519999999992,10,basement,2291
497785.12879799685,2202012.857991842,-55.059999999999945,10,basement,2291
497785.12879799685,2202012.857991842,24.535200000000145,10,basement,2291
497785.12879799685,2202012.857991842,104.13040000000012,10,basement,2291
497785.12879799685,2202012.857991842,183.7256000000001,10,basement,2291
497785.12879799685,2202012.857991842,263.3208000000001,10,basement,2291
497785.12879799685,2202012.857991842,342.91600000000005,10,basement,2291
497785.12879799685,2202012.857991842,422.51120000000003,10,basement,2291
497785.12879799685,2202012.857991842,502.1064,10,basement,2291
497785.12879799685,2202012.857991842,581.7016,10,basement,2291
497785.12879799685,2202012.857991842,661.2968000000002,10,basement,2291
497785.12879799685,2202012.857991842,740.8920000000002,10,basement,2291
497785.12879799685,2202012.857991842,820.4872000000001,10,basement,2291
497785.12879799685,2202012.857991842,900.0824000000001,10,basement,2291
497785.12879799685,2202012.857991842,979.6776000000001,10,basement,2291
497785.12879799685,2202012.857991842,1059.2728000000002,10,basement,2291
497785.12879799685,2202012.857991842,1138.868,10,basement,2291
497785.12879799685,2202012.857991842,1218.4632000000001,10,basement,2291
497785.12879799685,2202012.857991842,1298.0584,10,basement,2291
497785.12879799685,2202012.857991842,1377.6536,10,basement,2291
497785.12879799685,2202012.857991842,1457.2487999999998,10,basement,2291
497785.12879799685,2202012.857991842,1536.844,10,basement,2291
497785.12879799685,2202012.857991842,1616.4392000000003,9,Paleogene_Volcanic,2291
497785.12879799685,2202012.857991842,1696.0344,9,Paleogene_Volcanic,2291
497785.12879799685,2202012.857991842,1775.6296000000002,9,Paleogene_Volcanic,2291
497785.12879799685,2202012.857991842,1855.2248,9,Paleogene_Volcanic,2291
497785.12879799685,2202012.857991842,1934.8200000000002,8,Neogene_Volcanic,2291
497785.12879799685,2202012.857991842,2014.4152,8,Neogene_Volcanic,2291
497785.12879799685,2202012.857991842,2094.0104,8,Neogene_Volcanic,2291
497785.12879799685,2202012.857991842,2173.6056,8,Neogene_Volcanic,2291
